,name,rating,comment,latitude,longitude
33,Inside Passage,4.0,"We loved Inside Passage, hands down.

My biggest advice to anyone considering visiting is to make a reservation - the likelihood you'll get in without one...",47.6137693,-122.3286286065755
34,Inside Passage,4.0,"These drinks are so cute but WOW, they are strong!!! They do not skimp on that alcohol... I arrived on a Friday night at 8:30 PM and it was an hour wait. We...",47.6137693,-122.3286286065755
35,Inside Passage,4.0,"Now this is the bar I should've come to last night! Oh man, I had  One Eyed Willy (cuz Goonies never say die), by buddy had a Four Brothers (served in a...",47.6137693,-122.3286286065755
36,The Hideout,4.0,"Boy was it hard to choose but all the drinks I had were great! Their menu is organized by flavor profile which was very user-friendly. Also, great...",47.609496,-122.325578
37,The Hideout,4.0,"Only good thing was the bathroom was cool. We got one round of drinks, not even for everyone in the group, and then the bartender cut everyone off and...",47.609496,-122.325578
38,The Hideout,4.0,We came here on a Sunday night and was able to find street parking easily a few blocks away. It is hard to find from the outside if you don't where it is...,47.609496,-122.325578
39,Kamp Social House,4.5,"Had a great time New Year's Eve, the food was good, and the drinks were strong. 

They decorate for the holidays which I enjoyed as well

I'm excited to...",47.6237494859767,-122.2962827
40,Kamp Social House,4.5,"Cute place. 
Service was very slow. Not a huge deal for us but something to know in case you're expecting differently. 
The corn bread is absolutely OUT OF...",47.6237494859767,-122.2962827
41,Kamp Social House,4.5,You guys! If you're in the Madrona area you MUST try this gem of a bar/restaurant. I tagged along with a friend creating content for Dry January & fell in...,47.6237494859767,-122.2962827
42,Gold Bar,3.5,The ambiance of this spot is quite interesting - it went from pretty calm and chill one minute to music pumping and blasting in front of us the next. The...,47.61760327774693,-122.3265992
43,Gold Bar,3.5,"UPDATE: After emailing management, I received a response from the co-owner after a week. Appreciate the thorough response and it sounds like they are...",47.61760327774693,-122.3265992
44,Gold Bar,3.5,"We had my boyfriend's 30th birthday here and had a wonderful time! The staff was helpful in securing the space we needed, helping set up, and making sure...",47.61760327774693,-122.3265992
45,Foreign National,4.5,"Wow! I didn't know this place was so lauded until after coming, but its accolades it definitely deserves!

I came for my birthday on a Tuesday night around...",47.6142234802246,-122.327613830566
46,Foreign National,4.5,"5/5 cocktails - Asian inspired and you can't go wrong with any choice!
4/5 ambiance - dark and moody, but small
1/5 waiting in the small nook outside the...",47.6142234802246,-122.327613830566
47,Foreign National,4.5,"Classy speakeasy bar with interesting Asian inspired cocktails. If you enjoy savory cocktails, you'll love this place. Many of the drinks here have elements...",47.6142234802246,-122.327613830566
48,Montana,4.0,"Always so fun coming out for a drink with pals here, very chill laid back vibe with great music and cool local scene aesthetics and outdoor seating",47.6179347,-122.32635
49,Montana,4.0,"Why does a Dive Bar even have a Door Person? Seriously, I have never been there, but reading the reviews tells me all I need to know.",47.6179347,-122.32635
50,Montana,4.0,"This used to be my favorite bar in Seattle but my recent experience has hindered me from ever wanting to go back.

I lived in cap hill from 2010-2017 and I...",47.6179347,-122.32635
51,Herb & Bitter Public House,4.0,Best steak frites in town and at a good price. Charred to perfection. Their truffle fries and aioli are FIRE. Every Sunday they have fried chicken drizzled...,47.6236381530762,-122.320594787598
52,Herb & Bitter Public House,4.0,"Came back to Herb and Bitter to repeat a few things and try a few new things. The repeaters: Daquiri, Southern Buttermilk Fried Chicken, and Grilled...",47.6236381530762,-122.320594787598
53,Herb & Bitter Public House,4.0,Used to be one of my favorite places but the quality has gone way down. The service was good but the cocktail i had (early summer) was terrible and the food...,47.6236381530762,-122.320594787598
54,Bar Vacilando,4.0,"It's all around a good place on the 15th Ave row. Large open interior with one good-sized semi-private room in the back.

They have a good mix of cocktails...",47.62216,-122.31285
55,Bar Vacilando,4.0,"Large, airy space with a dog friendly, outdoor patio. Pleasant atmosphere. Had a vodka Blood Orange gimlet with lime that was delicious and tart. Ordered a...",47.62216,-122.31285
56,Bar Vacilando,4.0,Bar Vacilando is actually so magical. I came here with my coworkers for a happy hour and I've been obsessed ever since. It's the perfect spot for outdoor...,47.62216,-122.31285
57,Harry's Bar,4.5,"Late night Italian food with alcohol..... this is the place to be! Everything I have tried here as been on point, heck even their side salad that comes with...",47.623754,-122.31245
58,Harry's Bar,4.5,This reminds me of some old-school bar where blue collar loggers used to go to.  Back in the days before tech monopolies controlled Seattle.  The good 'ol...,47.623754,-122.31245
59,Harry's Bar,4.5,Best bartenders in Seattle.  Happy Hour has great buys. The small pizza is delicious. Go there on Whiskey Wednesdays and let the bartender pick your...,47.623754,-122.31245
60,Five Iron Golf - Seattle,5.0,"Came upon this place walking around the streets of Seattle after dinner. We were intrigued by the $1 deal ($1 for a whole hour of game play!) However, you...",47.61481763188836,-122.3184079
61,Five Iron Golf - Seattle,5.0,"Book with Greg Enbusk for fittings or lesions!!!

I scheduled a 3hr Full Bag fitting with Greg Enbusk and it was absolutely incredible. Not only was Greg...",47.61481763188836,-122.3184079
62,Five Iron Golf - Seattle,5.0,"We've been into mini golf and virtual golf lately, it's nice to find indoor active activities that can be done on a cold wintery day. We've made it here a...",47.61481763188836,-122.3184079
63,Corvus & Company,4.0,"Definitely a must try!

This is going to be a review on the food. My boyfriend was randomly hungry at 10 PM on a Sunday night. I found this place through...",47.6245199,-122.3213
64,Corvus & Company,4.0,"Best dumplings in Seattle? Not by far.

Best drinks? Again, no.

But this is a nice, comfortable place. It has a nice cozy ambiance, an interesting drink...",47.6245199,-122.3213
65,Corvus & Company,4.0,"Pretentious, unfriendly, and way overpriced. The decor is atrocious. What are they going for? Haunted Mansion? But they're playing funk music in the...",47.6245199,-122.3213
66,Some Random Bar,4.5,"I would come here again just for the espresso martinis!  

Stumbled across this place on a random google search for bars in the Belltown area, and was...",47.6155010022786,-122.349802245912
67,Some Random Bar,4.5,"Some random bar is not just a fun name, but a great place to grab a bite and a drink. The standout feature here is undoubtedly their intriguing menu, and I...",47.6155010022786,-122.349802245912
68,Some Random Bar,4.5,"Good, friendly service! 
We got seated by the door which wasn't great on a cold night since the wind got me every time someone entered or left the...",47.6155010022786,-122.349802245912
69,Olmstead,4.0,"I was in Cap Hill picking up Chloe for the holidays and treating her to brunch so we stopped in at Olmstead. Miles, our server, was very friendly and...",47.621564,-122.320628
70,Olmstead,4.0,"One of my favorite places for brunch in Cap Hill! It's a pretty big place, so the wait isn't too long (maybe 10-15 minutes on a Sunday). 

On to the best...",47.621564,-122.320628
71,Olmstead,4.0,I love Olmstead Happy Hour! The prices are very reasonable and many dishes are the same size as the normal menu. I had a happy hour grilled cheese which was...,47.621564,-122.320628
72,The Roanoke,4.0,"I've driven past The Roanoake on my way to the main Capitol Hill area numerous times. The green, grassy exterior always intrigued me, almost like a Hobbit...",47.641732450909,-122.3203359042
73,The Roanoke,4.0,"This is a neat bar with an old, neighborhood, dive kind of feel all in a nice way. It's a good place to watch a game. They have great burgers and nachos....",47.641732450909,-122.3203359042
74,The Roanoke,4.0,"Solid in every way. It's divey, relaxed, down to earth, and has a great vibe. The food is great. It's affordable as well and the bartenders are really nice.",47.641732450909,-122.3203359042
75,Life On Mars,4.0,"My favorite bar in Cap Hill!! 

Love the vibe. It's dim and great place to catch up with friends or a first date. 

For cocktails, I get The Opener every...",47.614232,-122.322399
76,Life On Mars,4.0,"Second time in.  They don't really advertise that they're a vegan restaurant/bar at first, until you question something, and then it's full attitude and...",47.614232,-122.322399
77,Life On Mars,4.0,"Pretty decent drinks, hipster environment, service was a bit spotty, waited to place order for drinks, had to flag down server to get our check, 2 drinks...",47.614232,-122.322399
78,Cha Cha Lounge,3.0,"If you like bars/lounges that are dark and most likely wet, this is the place to be. I don't go to bars/lounges often, but it was an overall a good...",47.61394,-122.31881
79,Cha Cha Lounge,3.0,"The food is bar food & not bad at all. Service, is decent for the establishment and ambiance is interesting with a big area for people to dance but no one...",47.61394,-122.31881
80,Cha Cha Lounge,3.0,"A cute little lounge right in the heart of Cap Hill, around the corner from Neumos. I stopped by on Friday night with some friends and it was a really nice...",47.61394,-122.31881
81,re:public,4.0,"I came here on a Saturday night during my Seattle trip. It looked pretty busy inside with great vibes, so decided to give it a shot.
We were seated...",47.62289,-122.33876
82,re:public,4.0,"Love the service, food, and every single person that works there. They're an amazing crew that pays attention to detail and presents an amazing experience...",47.62289,-122.33876
83,re:public,4.0,Went here based on the reviews since we were visiting the area and wanted bites for the evening. We noticed the restaurant was busy and there were people...,47.62289,-122.33876
84,Soju Anju Bar,3.5,"Overall, I will say my second visit with Soju Anju recently is definitely more enjoyable than my first visit a couple of years ago.  

Some key...",47.615912,-122.31726
85,Soju Anju Bar,3.5,"The food was decent at most, we came in with our friends for our reservation, and we just enjoy Soju Anju because it's one of the few late night Korean Food...",47.615912,-122.31726
86,Soju Anju Bar,3.5,I came here one evening for food and drinks with a friend and it was the perfect night spot on a weekend for Korean food and drinks. They have a large...,47.615912,-122.31726
87,Hillside Bar,4.0,"This isn't a fancy bar, you can't order bar-specific specialty cocktails and you won't find a menu (though the draft selection is listed out in chalk), but...",47.61833,-122.326
88,Hillside Bar,4.0,"Had a bizarre experience there. And so
ridiculous.

I was chatting with an acquaintance and got up to use the restroom. This bartender named Trevor waved me...",47.61833,-122.326
89,Hillside Bar,4.0,"Nice spot for a quick round of drinks (or two :P)! 

A group of 5 of us, stopped by as we waited for our seats at Kedai Mekan. Helped us kill about 45...",47.61833,-122.326
90,Capitol Hill Comedy / Bar,5.0,"Great place for a chill night full of laughs!

I came by for the Sunday night open mic, and despite it being the end of the weekend, it was still quite...",47.620367211700355,-122.32069931729728
91,Capitol Hill Comedy / Bar,5.0,"Best place! Love the layout and design, it's a cool comedy bar and I've had so much fun every time I go. Love the pickle back shots, it's the favorite of...",47.620367211700355,-122.32069931729728
92,Capitol Hill Comedy / Bar,5.0,"World-class comedy, great hospitality, tasty beverages, love the balcony, 10/10! (or 5/5)",47.620367211700355,-122.32069931729728
93,Belltown Provisions,4.5,Drinks themed after 2000s early 2010s indie music. Definitely caters to the young professional crowd. Really comfy couches and dark ambience. Solid...,47.61298202365982,-122.3443810454362
94,Belltown Provisions,4.5,"Walking around aimlessly around Seattle, looking for a place for pre-dinner drinks. Then I remembered I had bookmarked Belltown Provisions on Yelp! I'm so...",47.61298202365982,-122.3443810454362
95,Belltown Provisions,4.5,"This place is all the vibes and is one of my favorite cocktail lounges in Seattle. New York/Manhattan is one of my
favorite places in the world and I've...",47.61298202365982,-122.3443810454362
96,Gemini Room ,4.0,"I can't believe I hadn't come here sooner! This place is so cozy and vibey I love the way they styled the space so much! I got ""Ruled By Venus"" -- I thought...",47.61388,-122.31785
97,Gemini Room ,4.0,"This was my first at Gemini Room, as well as our first stop of the night. One of my sorority sisters recently turned 21, so you know what that means!

I got...",47.61388,-122.31785
98,Gemini Room ,4.0,Drinks: Really interesting and unique drinks! They have a good variety of cocktails compared to most places. Also pretty flexible. I asked for a Midnight...,47.61388,-122.31785
99,Single Shot,4.5,"Had a really nice dinner here. 
We came in and had bar reservations but the terrific waiter gave us a table. 
The hamachi was a great started along either...",47.624687,-122.325476
100,Single Shot,4.5,"With so many of my favorite restaurants closing the past several years, I hesitate to let everyone know how amazing this place is ... but I also want them...",47.624687,-122.325476
101,Single Shot,4.5,Food - the food was good but they didn't have too many vegetarian options that I would keep coming back for. The OJ was awesome and the pancake is HUGE. We...,47.624687,-122.325476
102,Hula Hula,3.5,"I do like my tiki bars! 

Hula Hula has got a great vibe - came in on a Saturday night around 8. Service was fast, drinks were strong, and there's karaoke...",47.61792,-122.32585
103,Hula Hula,3.5,"I'm sorry, I really wanted to love this place. I mean, karaoke 7 days a week, 365 days a year? Yes please!

However, the system to actually input your name...",47.61792,-122.32585
104,Hula Hula,3.5,This was the second stop in our bachelorette bar crawl and my first ever karaoke bar. It might just be me but I was nottttt into the karaoke bar...,47.61792,-122.32585
105,Donna’s,5.0,"Atmosphere-Great 
Food-Great 
Workers B's-awesome
I'm loving everything 
However----
Wife-giddy giddy !!!",47.61664730055853,-122.3276014
106,Donna’s,5.0,"The price point is great; the atmosphere is great. Haven't brought my dog in, but I love that it's dog-friendly. The menu is fire and really happy to see a...",47.61664730055853,-122.3276014
107,Donna’s,5.0,"Great vibes! Cozy downstairs and upstairs with an expansive bar, lots of plant life, and decorated walls. You can sit anywhere but make sure to order at the...",47.61664730055853,-122.3276014
108,Smith,4.0,I had their steak and fries to go. I like how they give you a massive amount of fries. At first I thought it was overkill. But I actually ended up eating...,47.6214889,-122.312315
109,Smith,4.0,"Terrible. Overpriced and disappointing. We got the chicken and waffles, butternut squash soup, & chilaquiles. Everything was cold or almost lukewarm. The...",47.6214889,-122.312315
110,Smith,4.0,"Smith has been here as long as I've lived in this neighborhood. A long time. It's a belovee, friendly place. I do miss the scotch egg, but I'm loving the...",47.6214889,-122.312315
111,Bar Moxy,4.0,First off I just wanna say if you haven't met Mr Chris he is literally one of kind. The finest of gentlemen who gives off a great mystique and poise that...,47.62335,-122.33621
112,Bar Moxy,4.0,went here on a whim around 6 pm on a Wednesday. When we first got there it was quite busy but in 30min-an hour it died down a bit. I honestly loved the...,47.62335,-122.33621
113,Bar Moxy,4.0,Looking for a place to hang out on a Friday night but don't want it to be too crazy crowded then check out moxybar part of Moxy hotel in Seattle. Service...,47.62335,-122.33621
114,Summit Public House,4.0,"So there we were: me, my girlfriend and a fridge completely empty of drinks. It was snowing, the world was closing or closed and our options seemed bleak....",47.6244017760816,-122.325471593869
115,Summit Public House,4.0,"By no means are these the best tacos or even authentic tasting, but for $2 per (I think it's a Tuesday deal but not sure), they're good enough! It's...",47.6244017760816,-122.325471593869
116,Summit Public House,4.0,"Group of 4 in from central California, we landed here while waiting for pizza from next door. Great atmosphere, beer, and amazing tacos!! Taco Tuesday meant...",47.6244017760816,-122.325471593869
117,The Lookout Bar and Grill,3.5,"i found this places through searches for brunch in seattle/ Capitol Hill and very glad i did! 

the service, food, bar/restaurant & views were amazing!...",47.626681201439,-122.3267819487
118,The Lookout Bar and Grill,3.5,The food is great! The burger and the coconut shrimp are two of my favorites. Their breakfast sandwich is amazing and bottomless mimosas on the weekends are...,47.626681201439,-122.3267819487
119,The Lookout Bar and Grill,3.5,"One of my best friends and I have birthdays a week apart, and we came here to celebrate both times. This place continues to be a local gem with good drinks,...",47.626681201439,-122.3267819487
120,Outer Planet Craft Brewing,4.5,"Stopped in for a pint on a recent trip to Seattle. I love the vibe here - space themed, cozy, and perfect for a small group or a first date (or snooping on...",47.6180229187012,-122.316505432129
121,Outer Planet Craft Brewing,4.5,"This is a true independent brewery.  So good to see they actually exist!

Very nice service at the bar when we asked to taste a few beers and ultimately got...",47.6180229187012,-122.316505432129
122,Outer Planet Craft Brewing,4.5,"Great beer. Great service. Would highly recommend this spot, especially if you like saisons or sours.",47.6180229187012,-122.316505432129
123,Two Doors Down,4.0,"A great place to grab a quick burger. This place has secured its niche as a quick, mid-tier quality burger joint very effectively. I come here often to eat...",47.62006,-122.30149
124,Two Doors Down,4.0,"I've found my new favorite local burger place! 

My partner and I went to our previous usual burger spot but their fryer was broken meaning no fries, so I...",47.62006,-122.30149
125,Two Doors Down,4.0,"I've been coming here for many years, and sadly it's slowly gone downhill. Dined in today and the fries were cold and came out before the burgers with no...",47.62006,-122.30149
126,Light Sleeper,4.0,"this is truly a hidden gem of cap hill! it's a vibey, moody intimate spot, perfect for a date or a wine night with friends. been here a few times and every...",47.613677,-122.317745
127,Light Sleeper,4.0,"Very expensive. The wine was ok. The soup ""french onion soup"" had no broth and was simply salty toasted bread with caramelized onions. Not sure I would go...",47.613677,-122.317745
128,Light Sleeper,4.0,"""Ew, don't go to that place it sucks"" - sound advice from my Seattle friend, whom I was visiting.

Advice I sadly ignored, since I needed to kill an hour...",47.613677,-122.317745
129,Knee High Stocking,4.0,We had a private party at their private lounge and it was a blast! And the price for having a private lounge with our private bar was insanely low....,47.616978,-122.327395
130,Knee High Stocking,4.0,"QR Code menus. Freezing cold. Inattentive & rude staff. Over priced drinks.

If that's your jam, check it out. 

Bring pack paper menus.",47.616978,-122.327395
131,Knee High Stocking,4.0,Made a reservation here since we've heard good things about the place and the food/drinks looked pretty good from the pictures that we saw. However the...,47.616978,-122.327395
132,Rock Box,4.0,"We made reservation on NYE and it was a lot of fun! 

Large variety of songs -- we were able to find songs in Japanese and mandarin. However, the subtitles...",47.61556,-122.32018
133,Rock Box,4.0,"I was looking for a place to spend a friday night while my friends came to visit. We had to book in advance since they looked pretty busy, I recommend...",47.61556,-122.32018
134,Rock Box,4.0,"This is hard for me to rate.  I would give it a 5 on service and a 3 on hard product.  That makes my rating a 4.

Here's the thing:  Rock box is an...",47.61556,-122.32018
135,ALTITUDE Sky Lounge,3.5,How has this gem been in SLU and I'm just now hearing about it?! Went for happy hour with some coworkers one Thursday. It was a beautiful day and we had a...,47.62106,-122.33689
136,ALTITUDE Sky Lounge,3.5,We came here on a Tuesday around 8:45pm. The menu selection for food was not that much. There were a lot of drinks to choose from though. My amaro daiquiri...,47.62106,-122.33689
137,ALTITUDE Sky Lounge,3.5,Premium drinks with a view to match.  Had one of the best old fashioneds I've ever tasted and took in the sevenery of the entire city.  Drinks are on the...,47.62106,-122.33689
138,The Neighbor Lady,4.0,"This place cute as heck! Fun vibes, definitely a neighborhood vibe. Part of that giant modern apartment complex you've probably seen but might not have...",47.612134242322675,-122.30207
139,The Neighbor Lady,4.0,"opens at 11 am Sunday. At 10:55 am employee puts sign in window saying that they will open at 11:15.
Let's people continue to sit outside.
Great way to lose...",47.612134242322675,-122.30207
140,The Neighbor Lady,4.0,"Came to yelp to see if anybody else encountered rude staff. Sure enough, I agree with the couple of recent reviews about the staff. This place would be four...",47.612134242322675,-122.30207
141,The Stumbling Monk,4.0,"I love this bar. The beer is well curated, is always rotating into new stuff and the owner is one of the most unassuming nice guys you'll find. Board games...",47.61943978377865,-122.32417754110446
142,The Stumbling Monk,4.0,Came into the Stumbling Monk on a Saturday night and pulled up a few stools at the bar. They had 5 beers on draft and wide variety of bottles. They...,47.61943978377865,-122.32417754110446
143,The Stumbling Monk,4.0,"What can I say, love Stumbling Monk, love Rob. Love the vibe.

There's like no other place that is open till 2 that can fit a group of 6+ on a Friday night....",47.61943978377865,-122.32417754110446
144,Phocific Standard Time,4.5,"The drinks were very good and quite unique in my opinion. We tried the tofu martini, firefly, egg coffee, and phin-tini and we liked them all! They do have...",47.61461,-122.33708
145,Phocific Standard Time,4.5,"I love this place.... the concept, and the creative Southeast Asian inspired cocktails are amazing!

Where else is there a hidden speakeasy in an ACTUAL PHO...",47.61461,-122.33708
146,Phocific Standard Time,4.5,"A craft cocktail with Vietnamese twist and delicious food. The place is tiny, nestled on the second floor of Pho Bac. For food, I ordered the Pho Cup and...",47.61461,-122.33708
147,The Traveling Goat,5.0,I get my hair done next door a few times a year and always come in after my appointment - I really look forward to it. Everyone in here must think my hair...,47.62525,-122.35688
148,The Traveling Goat,5.0,"We finally got here on Christmas Eve.  Easy parking!
Steve was very welcoming and took care of everybody very well.
We got our drinks in record time - a...",47.62525,-122.35688
149,The Traveling Goat,5.0,"We stopped by for happy hour, and the service put this to a 5-star. The food, on its own, was pretty terrific, too. The drink menu isn't very extensive, but...",47.62525,-122.35688
150,Americana,4.0,"We were in town for a quick weekend trip and looking for a good breakfast spot . 
What at lovely little space. 

We arrived at opening in a weekday so we...",47.620582,-122.321255
151,Americana,4.0,"Sometimes when my husband has errands, he occasionally offers to take me out somewhere new to eat. This was one of those days that I was really excited...",47.620582,-122.321255
152,Americana,4.0,"My bf and I came here for brunch at 10:30 am on a Saturday and didn't have to wait for a table which is always a plus!

Chicken fried steak- 5/5 I don't...",47.620582,-122.321255
153,Pie Bar,4.0,"It's been ages since I was at the Pie Bar. Literally a decade has passed since the first time and now, and... nothing has changed, to the best of my...",47.6168122,-122.3274386
154,Pie Bar,4.0,"This is a cool very little bar in Seattle where they serve pie with alcohol. 
Anytime I can get two of my favorite things in one sitting, its a win for me....",47.6168122,-122.3274386
155,Pie Bar,4.0,"4 stars for ambiance and concept, as well as solid sweet-but-not-too-sweet cocktails. If you're the type that prefers your alcohol not to taste like...",47.6168122,-122.3274386
156,Havana,3.0,There is No Disco lights. But it's Free Cover for Ladies before 10 pm. I came on Sept. 29th at 9:25 pm.  I came the previous night but no one in the club....,47.6141572208507,-122.319155166981
157,Havana,3.0,"I've been here a handful of times. Since visiting and moving here, many of the locals and friends that I've met here have complained about this place, and I...",47.6141572208507,-122.319155166981
158,Havana,3.0,I was there yesterday pride Saturday. There was a short security guard at front that was checking ids and using metal detector.  I couldn't understand...,47.6141572208507,-122.319155166981
159,Cottontail,4.5,"Stopped by for a drink and food on my way home from work. 

The interior is beautiful. Very chic, rustic, and almost hipster in a way. Very intentionally...",47.61497547620119,-122.34363640189127
160,Cottontail,4.5,This is a new bar opened by the folks who opened Bathtub Gin and Rabbit Hole. It is hidden in an alleyway off of Blanchard and 3rd with mural art on the...,47.61497547620119,-122.34363640189127
161,Cottontail,4.5,Best experience we had in Seattle! Found this place online since it was close to our hotel and decided to give it a try. We were pleasantly surprised to say...,47.61497547620119,-122.34363640189127
162,The Toledo,4.5,This tucked away dive bar has so much personality! It's places like these that make me love exploring Seattle! Their food was pretty tasty and for a super...,47.6338973449184,-122.342066
163,The Toledo,4.5,"The happy hour menu is such a steal! $5 draft, $6 well drinks, and $9 wine from 4-6:30 pm!! Got a glass of their Cabernet and it was filled to the brim. The...",47.6338973449184,-122.342066
164,The Toledo,4.5,We always see this place walking on dexter but we had never actually visited. It's a small little dive bar with an outside patio. They serve food and...,47.6338973449184,-122.342066
165,Hopvine Pub,3.5,"This is my neighborhood pub, so I feel good about saying that it's a great place to have a beer. The tap list changes all the time, so it's a true...",47.6232000420228,-122.312661323743
166,Hopvine Pub,3.5,A cute little neighborhood pub tucked in between Cap Hill and Central District -- they have something for everyone ranging from puzzles to trivia night and...,47.6232000420228,-122.312661323743
167,Hopvine Pub,3.5,"It's a cool place with a laid back PNW vibe. Had a Pfreim Blond IPA and some nachos. The nachos were OK, something you could make at home, the IPA was...",47.6232000420228,-122.312661323743
168,The BottleNeck Lounge,4.0,"New Orleans vibes in Seattle, can't recommend enough! Knowledgeable bartender and awesome food options.",47.6199802,-122.3015917693777
169,The BottleNeck Lounge,4.0,"If you want to go to a small, echo-filled place and listen to a bartender converse loudly to one person at the bar, The BottleNeck Lounge is the place for...",47.6199802,-122.3015917693777
170,The BottleNeck Lounge,4.0,Sweet little lounge with mixologist grade cocktails.  We had alot of fun going on Derby Day when they indulged with a Derby themed party inviting clientele...,47.6199802,-122.3015917693777
